Part,Aid type,Amount type,Recipient,Donor,Year,Value,Flags
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2005",1.38,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2006",1.84,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2007",2.59,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2008",3.46,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2009",3.17,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2010",3.35,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2011",3.7,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Finland","2012",2.76,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2003",3.15,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2004",1.78,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2005",1.64,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2006",2.15,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2007",2.7,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2008",3.32,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2009",3.11,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2010",3.44,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2011",3.52,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2012",2.76,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2003",0.96,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2004",0.54,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2005",4.76,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2006",4.62,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2007",5.23,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2008",6.02,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2009",5.64,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2010",3.17,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2011",2.92,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Finland","2012",2.26,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2003",1.27,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2004",0.65,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2005",5.67,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2006",5.4,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2007",5.44,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2008",5.78,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2009",5.52,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2010",3.25,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2011",2.78,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2012",2.26,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2003",0.96,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2004",0.54,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2005",4.76,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2006",4.62,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2007",5.23,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2008",6.02,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2009",5.64,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2010",3.17,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2011",2.92,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Finland","2012",2.26,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2003",1.27,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2004",0.65,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2005",5.67,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2006",5.4,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2007",5.44,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2008",5.78,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2009",5.52,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2010",3.25,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2011",2.78,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Finland","2012",2.26,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2003",-1.32,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2004",4.66,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2005",8.26,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2006",-0.7,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2007",6.54,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2008",19.61,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2009",12.69,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2010",45.13,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2011",11.54,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","France","2012",18.42,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2003",-1.75,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2004",5.52,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2005",9.6,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2006",-0.79,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2007",6.59,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2008",18.28,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2009",12.16,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2010",45.04,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2011",10.83,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2012",18.42,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2003",1.79,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2004",5.91,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2005",7.97,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2006",4.04,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2007",3.77,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2008",1.45,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2009",2.66,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2010",1.51,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2011",1.27,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","France","2012",2.14,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2003",2.37,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2004",7,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2005",9.26,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2006",4.55,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2007",3.8,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2008",1.35,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2009",2.55,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2010",1.51,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2011",1.19,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","France","2012",2.14,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2003",-3.11,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2004",-1.25,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2005",0.29,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2006",-4.74,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2007",2.77,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2008",18.16,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2009",10.03,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2010",43.62,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2011",10.27,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","France","2012",16.28,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2003",-4.12,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2004",-1.48,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2005",0.34,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2006",-5.34,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2007",2.79,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2008",16.93,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","France","2009",9.61,
